Nodes;Y;X
Node_0;0.044693971634324293;0.19324599899419728
Node_1;-0.14997993607054966;-0.026817063773723688
Node_2;-0.4369850806426697;-0.4161912093989932
Node_3;-0.5471422814050825;0.25960609181371
Node_4;0.41042782003097006;0.07730483056009688
Node_5;-0.11109528984176674;0.3160857905554791
Node_6;0.2955288685791862;-0.3874156637383036
Node_7;-0.05117811537831957;-0.49130095576265065
Node_8;0.024558709989237187;0.5247589364564292
Node_9;-0.26114994878542497;0.15059596800528632
Node_10;0.7473145875636362;-0.36170060669708565
Node_11;-0.925305600085531;0.37502340016982755
Node_12;0.14404169527430957;0.8833285304998715
Node_13;-0.41544436186628825;-0.0800926082044667
Node_14;0.6465601987523776;-0.49392451652867264
Node_15;0.9999999999999999;-0.8535462046285747
Node_16;-0.41484523774841;0.3310392816775723
Node_17;0.6888946985550832;-0.516267076748962
Node_18;-0.38346890570698805;-0.04110333889334811
Node_19;1.001297045522953;-0.879049744521695
Node_20;-0.5147181217953414;0.23098238815121958
Node_21;0.06884067685779527;0.20624001945316536
Node_22;0.0672994358417539;0.49794975531707114
