,Node,Degree Centrality,Degree Centrality Absolute,Degree Centrality Scaled,Degree Centrality Scaled Cap,Closeness Centrality,Adjusted Closeness Centrality
0,0,0.2222222222222222,6.0,0.6666666666666666,,0.17763157894736842,
1,1,0.2222222222222222,6.0,0.6666666666666666,0.6666666666666666,0.17763157894736842,1.3992012689025612
2,2,0.07407407407407407,2.0,0.2222222222222222,0.2222222222222222,0.14754098360655737,1.4201969876650133
3,3,0.1111111111111111,3.0,0.3333333333333333,,0.14754098360655737,
4,4,0.18518518518518517,5.0,0.5555555555555556,,0.16770186335403728,
5,5,0.14814814814814814,4.0,0.4444444444444444,0.4444444444444444,0.18120805369127516,1.4703837810940898
6,6,0.2222222222222222,6.0,0.6666666666666666,0.6666666666666666,0.19014084507042253,1.4421657393029004
7,7,0.037037037037037035,1.0,0.1111111111111111,0.1111111111111111,0.12272727272727273,0.9359776512715274
8,8,0.18518518518518517,5.0,0.5555555555555556,,0.19424460431654678,
9,9,0.3333333333333333,9.0,1.0,,0.2109375,
10,10,0.14814814814814814,4.0,0.4444444444444444,0.4444444444444444,0.17647058823529413,1.39421198470845
11,11,0.1111111111111111,3.0,0.3333333333333333,0.3333333333333333,0.14210526315789473,1.5923991878678196
12,12,0.14814814814814814,4.0,0.4444444444444444,0.4444444444444444,0.17532467532467533,1.3555428400325755
13,13,0.1111111111111111,3.0,0.3333333333333333,0.3333333333333333,0.13705583756345177,1.1384907335522738
14,14,0.18518518518518517,5.0,0.5555555555555556,0.5555555555555556,0.1875,1.7211999577952102
15,15,0.2222222222222222,6.0,0.6666666666666666,,0.20454545454545456,
16,16,0.25925925925925924,7.0,0.7777777777777778,,0.19148936170212766,
17,17,0.07407407407407407,2.0,0.2222222222222222,0.2222222222222222,0.140625,1.1863420697546945
18,18,0.07407407407407407,2.0,0.2222222222222222,0.2222222222222222,0.14673913043478262,1.4378017444544646
19,19,0.18518518518518517,5.0,0.5555555555555556,,0.16167664670658682,
20,20,0.037037037037037035,1.0,0.1111111111111111,,0.17088607594936708,
21,21,0.037037037037037035,1.0,0.1111111111111111,,0.15168539325842698,
22,22,0.037037037037037035,1.0,0.1111111111111111,,0.1291866028708134,
23,23,0.037037037037037035,1.0,0.1111111111111111,,0.1443850267379679,
24,24,0.037037037037037035,1.0,0.1111111111111111,,0.16167664670658682,
25,25,0.037037037037037035,1.0,0.1111111111111111,,0.13989637305699482,
26,26,0.037037037037037035,1.0,0.1111111111111111,,0.17532467532467533,
27,27,0.037037037037037035,1.0,0.1111111111111111,,0.16363636363636364,
