Nodes;Y;X
Node_0;0.4310773530411323;0.32657394777892856
Node_1;-0.007370392446351126;0.43911695109174254
Node_2;-0.4911137893347093;0.5239293189473363
Node_3;-0.7686582294509477;0.6728565991576535
Node_4;0.2878490489808282;0.1489001920840196
Node_5;0.3377270959703289;0.4335775343240725
Node_6;0.4014806331935697;-0.2909524541188789
Node_7;0.86655619012503;-0.7778176136515534
Node_8;0.6395968768121064;-0.1587282219294024
Node_9;0.03468369697450523;-0.07034747207839778
Node_10;0.22976085925768078;-0.5085672238072635
Node_11;-1.0;0.20442108196454076
Node_12;0.670847993270473;0.052305145911660765
Node_13;-0.25720482895494773;-0.3431296464825031
Node_14;-0.07150505555733967;-0.3934095462550726
Node_15;-0.08281908040817733;0.0900907208779435
Node_16;-0.541110123460284;0.02232948288795595
Node_17;0.6599263859195779;0.38510118280582695
Node_18;-0.5409047383712681;-0.5077046674738822
Node_19;-0.7988198955612056;-0.2485453120347265
Node_20;-0.05084362424887712;0.12907999018906208
Node_21;0.4323743985640855;0.3010704078858082
Node_22;-0.7362340698412067;0.644232895495163
Node_23;0.31199575420429915;0.1618942125429877
Node_24;-0.4983693976077673;-0.004479698251402171
Node_25;-0.7689073826991973;-0.24672880834945507
Node_26;0.007839259456211979;-0.10375707275432333
Node_27;0.6393757736618858;-0.1504557578678704
