,Node1,Node2,Betweenness_Centrality,Weighted_Betweenness_Centrality
0,0,1,0.1568627450980392,3.0079541348331746
1,0,16,0.11111111111111112,0.8302804359587737
2,0,3,0.08496732026143791,1.3010695494282725
3,0,4,0.16339869281045752,1.8822418218375214
4,1,2,0.20915032679738563,2.716146033788128
5,1,3,0.10457516339869281,1.1623445448184975
6,1,5,0.36601307189542487,4.699658274119855
7,1,6,0.30718954248366015,3.4982163270990485
8,10,14,0.11111111111111112,1.1697195640412266
9,10,3,0.058823529411764705,0.7924899729150386
10,10,6,0.17647058823529413,1.9964326541980995
11,11,3,0.11111111111111112,1.0845702242153905
12,12,9,0.11111111111111112,0.9684997151556403
13,13,8,0.11111111111111112,0.9469300606289692
14,15,2,0.11111111111111112,0.8283853966211872
15,17,5,0.11111111111111112,0.6750125551849546
16,4,8,0.10457516339869281,0.9268281884935395
17,5,8,0.26143790849673204,1.9188740536603648
18,6,7,0.11111111111111112,1.0
19,8,9,0.20915032679738563,1.3780034181323164
