,Node1,Node2,Betweenness_Centrality,Weighted_Betweenness_Centrality
0,0,1,0.09700176366843033,1.9351036063347675
1,0,2,0.03350970017636684,1.1165084059504955
2,0,21,0.07142857142857142,1.2647958475016994
3,0,6,0.007054673721340388,0.17017296807462512
4,1,12,0.032627865961199286,0.3032508121110985
5,1,14,0.11507936507936507,1.2373610831997748
6,1,15,0.08950617283950617,1.4906418435580107
7,1,17,0.10714285714285714,0.7454208488253579
8,1,4,0.07275132275132275,1.4746652212142517
9,1,5,0.04938271604938271,0.7438928298123918
10,10,16,0.010582010582010581,0.19976343382462527
11,10,17,0.0291005291005291,0.10348737828647323
12,10,7,0.031746031746031744,0.7151500821380622
13,11,17,0.08192239858906525,1.946553606699137
14,11,3,0.028835978835978836,1.270682327711837
15,11,9,0.06843033509700175,2.275932943671217
16,12,4,0.023368606701940034,0.8965126217135267
17,12,7,0.0154320987654321,0.6110569468957971
18,13,3,0.07275132275132275,1.4347780016825329
19,13,4,0.056878306878306875,1.0158242416563459
20,14,8,0.08862433862433862,1.408548703709555
21,15,16,0.13756613756613756,4.61141913028356
22,15,17,0.06084656084656084,1.1985806029477515
23,15,20,0.07142857142857142,0.9797973923047923
24,15,4,0.03527336860670193,0.6256233309148749
25,15,7,0.0974426807760141,2.4510689994972434
26,16,24,0.07142857142857142,0.8204391738705826
27,17,18,0.06146384479717813,0.8585697795997046
28,17,6,0.0535273368606702,0.5678797252533136
29,18,2,0.03500881834215167,0.9684325910303397
30,19,25,0.07142857142857142,0.8127973239400823
31,19,3,0.06102292768959435,3.4726709109948315
32,19,4,0.0291005291005291,1.459698799243963
33,19,7,0.031746031746031744,1.288920074213546
34,19,9,0.031922398589065246,1.7516305620345989
35,2,3,0.09400352733686065,3.567954778289205
36,2,5,0.01763668430335097,0.6910759857639328
37,2,6,0.03500881834215167,0.901747001242188
38,22,3,0.07142857142857142,0.8214860012541736
39,23,4,0.07142857142857142,0.9868334852795005
40,26,9,0.07142857142857142,1.7116957843526321
41,27,8,0.07142857142857142,1.1367854486344031
42,3,7,0.05970017636684302,2.4899476806737932
43,3,8,0.09391534391534391,2.012436105118404
44,4,7,0.010582010582010581,0.026333029440998978
45,4,9,0.03835978835978836,0.6545717135707841
46,5,6,0.004409171075837742,0.08508648403731256
47,7,9,0.0464726631393298,1.1726100412374305
