,Node1,Node2,Betweenness_Centrality,Weighted_Betweenness_Centrality
0,0,1,0.05297418630751965,2.5331293589697186
1,0,11,0.0702581369248036,4.86899067706556
2,0,25,0.04006734006734007,1.1641087812325221
3,0,27,0.027946127946127945,1.3698764807405714
4,0,32,0.025589225589225592,1.048289086812922
5,0,35,0.055892255892255896,2.43091521559566
6,0,4,0.07676767676767678,3.9741651539633915
7,0,49,0.03636363636363637,1.048038065005482
8,1,2,0.017283950617283952,0.7515129159280369
9,1,3,0.014814814814814815,0.6255470682083863
10,1,39,0.07138047138047138,3.4937338109222384
11,1,43,0.03636363636363637,1.1595082576768483
12,1,5,0.01638608305274972,1.017440337241181
13,1,6,0.09248035914702582,4.207118939127752
14,10,11,0.02962962962962963,2.099529196614866
15,10,2,0.004713804713804714,0.11815122681517172
16,10,28,0.016835016835016835,0.5548023818736563
17,10,30,0.03479236812570146,2.2705565099956138
18,10,32,0.007631874298540966,0.3158645676726949
19,10,6,0.042424242424242434,2.0660037985138886
20,11,23,0.040740740740740744,3.007509775281156
21,11,3,0.022783389450056115,1.1180872830316262
22,11,44,0.03636363636363637,1.0347286129173385
23,12,33,0.03569023569023569,2.0041033109002644
24,12,52,0.03636363636363637,0.9097106119724796
25,12,7,0.0526374859708193,2.975834125599682
26,12,8,0.05263748597081931,3.4920282048168456
27,13,16,0.029292929292929294,0.9022594221676377
28,13,29,0.020875420875420877,0.4457195267534563
29,13,30,0.02457912457912458,1.3886169910133161
30,13,31,0.02267115600448934,0.9617777253187711
31,13,9,0.04511784511784512,2.6931135936380093
32,14,15,0.014365881032547701,0.4959298059526114
33,14,2,0.03580246913580248,1.1027908127886739
34,14,20,0.07811447811447812,3.7550960506897106
35,14,26,0.03636363636363637,1.104055033050802
36,14,6,0.09595959595959594,3.5591537001077773
37,15,2,0.011672278338945005,0.18137964631969378
38,15,7,0.010325476992143659,0.3574207832133894
39,16,18,0.022222222222222223,0.4268903013876071
40,16,20,0.02951739618406285,0.8861262453747021
41,16,47,0.03636363636363637,1.162985794940585
42,17,51,0.03636363636363637,1.2518054606177078
43,17,9,0.07138047138047138,2.918856763931051
44,18,19,0.028731762065095392,1.1465129444902422
45,18,25,0.036700336700336705,1.1270912992041695
46,18,30,0.022446689113355782,1.0674234717917048
47,18,38,0.031088664421997755,0.8198287153965211
48,18,46,0.03636363636363637,1.0940339676871875
49,18,7,0.03636363636363636,1.5982588914733231
50,18,9,0.03479236812570145,1.8207860891722414
51,19,5,0.025589225589225592,0.7058660886976448
52,2,22,0.021661054994388328,0.4931008685556401
53,2,24,0.023905723905723906,0.6373493680593256
54,2,29,0.03939393939393939,1.375014133597148
55,2,32,0.03782267115600448,1.2718710663377906
56,2,5,0.023905723905723902,0.7716401952422344
57,20,23,0.06273849607182941,3.978460753953021
58,21,29,0.011784511784511785,0.3678997087331744
59,21,33,0.014478114478114479,0.5656788689544596
60,21,38,0.009764309764309765,0.19289971721017696
61,21,8,0.01717171717171717,0.7803263696745564
62,22,35,0.021212121212121213,0.7978867324727212
63,23,34,0.050280583613916956,4.886000894354001
64,23,8,0.01346801346801347,0.6122208059491352
65,24,4,0.023232323232323233,0.9113760060065512
66,27,31,0.016498316498316498,0.664574837653402
67,27,33,0.051964085297418625,2.198149837711771
68,27,37,0.011111111111111112,0.23909027243330808
69,27,54,0.03636363636363637,1.249264656028449
70,28,37,0.009764309764309765,0.38826489902770545
71,28,8,0.026599326599326602,1.0082833597659602
72,29,30,0.022446689113355782,1.811744060424553
73,29,35,0.024242424242424242,0.9005304722193117
74,3,35,0.004152637485970819,
75,30,31,0.015151515151515152,0.5401196861487975
76,30,53,0.03636363636363637,0.9732695802180893
77,31,6,0.020650953984287318,0.6466731397201065
78,32,38,0.02929292929292929,0.7387111620965163
79,32,41,0.03636363636363637,1.43111123300262
80,33,38,0.021661054994388324,0.8419541249162545
81,33,5,0.0207631874298541,1.1796009894499881
82,33,6,0.02985409652076319,1.1304579726673043
83,34,50,0.03636363636363637,0.8583218502829864
84,34,9,0.045342312008978675,4.6490331252851
85,35,37,0.020875420875420877,0.4587896948878827
86,36,42,0.03636363636363637,1.062067146050619
87,36,6,0.07138047138047138,3.562497914446297
88,39,48,0.03636363636363637,1.1791655975237274
89,4,8,0.07373737373737374,4.203724467384709
90,40,6,0.03636363636363637,1.0994283587295546
91,45,8,0.03636363636363637,0.8695171455195962
92,5,6,0.026487093153759828,0.9047006978220878
93,6,7,0.060044893378226716,2.7838978322073924
94,8,9,0.07991021324354658,4.953336917869913
