,Node,Degree Centrality,Degree Centrality Absolute,Degree Centrality Scaled,Degree Centrality Scaled Cap,Closeness Centrality,Adjusted Closeness Centrality
0,0,0.14814814814814814,8.0,0.8888888888888888,,0.15517241379310345,
1,1,0.12962962962962962,7.0,0.7777777777777778,,0.1424802110817942,
2,2,0.16666666666666666,9.0,1.0,1.0,0.14835164835164835,2.030770282592819
3,3,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.12217194570135746,2.0578902319496164
4,4,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.13953488372093023,2.357270629497454
5,5,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.14754098360655737,2.0084278347746483
6,6,0.16666666666666666,9.0,1.0,,0.15835777126099707,
7,7,0.07407407407407407,4.0,0.4444444444444444,0.4444444444444444,0.1424802110817942,2.164881218087341
8,8,0.12962962962962962,7.0,0.7777777777777778,,0.14555256064690028,
9,9,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.12442396313364056,2.254543577104545
10,10,0.1111111111111111,6.0,0.6666666666666666,0.6666666666666666,0.15041782729805014,2.4086919274367355
11,11,0.09259259259259259,5.0,0.5555555555555556,,0.13953488372093023,
12,12,0.07407407407407407,4.0,0.4444444444444444,,0.13846153846153847,
13,13,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.12949640287769784,2.137230255349281
14,14,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.144,2.1185754921411806
15,15,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.11368421052631579,1.649892140890644
16,16,0.07407407407407407,4.0,0.4444444444444444,,0.1125,
17,17,0.037037037037037035,2.0,0.2222222222222222,,0.08463949843260188,
18,18,0.14814814814814814,8.0,0.8888888888888888,,0.1409921671018277,
19,19,0.037037037037037035,2.0,0.2222222222222222,0.2222222222222222,0.12558139534883722,1.8754422359751886
20,20,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.13432835820895522,2.1934497295473174
21,21,0.07407407407407407,4.0,0.4444444444444444,0.4444444444444444,0.12826603325415678,2.013245739473759
22,22,0.037037037037037035,2.0,0.2222222222222222,0.2222222222222222,0.11739130434782609,1.6658038160597242
23,23,0.07407407407407407,4.0,0.4444444444444444,0.4444444444444444,0.13138686131386862,2.4378729636289806
24,24,0.037037037037037035,2.0,0.2222222222222222,0.2222222222222222,0.1261682242990654,1.9678084528150988
25,25,0.037037037037037035,2.0,0.2222222222222222,0.2222222222222222,0.12413793103448276,1.9682808299973664
26,26,0.018518518518518517,1.0,0.1111111111111111,0.1111111111111111,0.11226611226611227,1.6519406853999488
27,27,0.09259259259259259,5.0,0.5555555555555556,,0.1276595744680851,
28,28,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.12413793103448276,2.120346192566912
29,29,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.1409921671018277,1.9978310941569937
30,30,0.1111111111111111,6.0,0.6666666666666666,,0.13740458015267176,
31,31,0.07407407407407407,4.0,0.4444444444444444,0.4444444444444444,0.1276595744680851,1.9799407282813037
32,32,0.09259259259259259,5.0,0.5555555555555556,,0.1323529411764706,
33,33,0.1111111111111111,6.0,0.6666666666666666,0.6666666666666666,0.13953488372093023,2.0739774616954687
34,34,0.05555555555555555,3.0,0.3333333333333333,,0.10909090909090909,
35,35,0.09259259259259259,5.0,0.5555555555555556,0.5555555555555556,0.1323529411764706,2.051409306611705
36,36,0.037037037037037035,2.0,0.2222222222222222,,0.12189616252821671,
37,37,0.05555555555555555,3.0,0.3333333333333333,0.3333333333333333,0.10778443113772455,1.6671757108077572
38,38,0.07407407407407407,4.0,0.4444444444444444,0.4444444444444444,0.12980769230769232,1.9316186810019542
39,39,0.037037037037037035,2.0,0.2222222222222222,,0.09262435677530018,
40,40,0.018518518518518517,1.0,0.1111111111111111,,0.13705583756345177,
41,41,0.018518518518518517,1.0,0.1111111111111111,,0.11713665943600868,
42,42,0.018518518518518517,1.0,0.1111111111111111,,0.10887096774193548,
43,43,0.018518518518518517,1.0,0.1111111111111111,,0.125,
44,44,0.018518518518518517,1.0,0.1111111111111111,,0.12272727272727273,
45,45,0.018518518518518517,1.0,0.1111111111111111,,0.12735849056603774,
46,46,0.018518518518518517,1.0,0.1111111111111111,,0.12385321100917432,
47,47,0.018518518518518517,1.0,0.1111111111111111,,0.10131332082551595,
48,48,0.018518518518518517,1.0,0.1111111111111111,,0.08490566037735849,
49,49,0.018518518518518517,1.0,0.1111111111111111,,0.13466334164588528,
50,50,0.018518518518518517,1.0,0.1111111111111111,,0.09854014598540146,
51,51,0.018518518518518517,1.0,0.1111111111111111,,0.07814761215629522,
52,52,0.018518518518518517,1.0,0.1111111111111111,,0.12189616252821671,
53,53,0.018518518518518517,1.0,0.1111111111111111,,0.1210762331838565,
54,54,0.018518518518518517,1.0,0.1111111111111111,,0.1134453781512605,
