Nodes;Y;X
Node_0;0.24426645856133117;0.22051875324747794
Node_1;0.31864072528472037;0.06392611862559412
Node_2;0.008745786918416015;-0.2862401295023402
Node_3;0.30468421827891745;0.32775199257385257
Node_4;-0.47652813739851585;0.22588621571713707
Node_5;-0.05951245694137703;0.1509015362099654
Node_6;-0.08286763388460545;-0.2680564078552422
Node_7;-0.08183675152326672;-0.3539368897434526
Node_8;-0.35344787999952404;0.24123362790788025
Node_9;-0.021267406100723203;0.5962141168564365
Node_10;0.06772202474996705;-0.07548267309009196
Node_11;-0.06989385798678088;0.3918138188263414
Node_12;-0.41016018680141103;-0.13695406842531985
Node_13;0.05831954043483613;0.12497491613810595
Node_14;0.0009736846294716612;-0.5723782673545597
Node_15;-0.013173824834264554;-0.709004684965511
Node_16;-0.3201010617583292;0.12585296519313063
Node_17;0.28660876815778896;0.9034042554755971
Node_18;0.010760345260404978;0.22196942545792156
Node_19;-0.20835366742744038;0.5582863185301686
Node_20;-0.5049066437339709;-0.0573689855060938
Node_21;-0.161234114436782;0.09440741444309135
Node_22;-0.05538339582219925;-0.6037357580683708
Node_23;-0.46114133368902294;0.4927113360764861
Node_24;-0.5279693774896188;-0.24479951215952026
Node_25;0.35007121927703966;0.5556544301533501
Node_26;0.4212097449919065;-0.9999999999999999
Node_27;0.45006167160375593;-0.1273803382458078
Node_28;-0.1323695519319008;-0.3105957321931185
Node_29;-0.019545134897932068;-0.12418761862503234
Node_30;0.18878415451389613;-0.10567349357204124
Node_31;0.2728323436308979;-0.25570642738913535
Node_32;0.3894400371888081;0.010301992740887974
Node_33;-0.03084147842780326;-0.02610570499905494
Node_34;-0.34879675266871557;0.8495708095917942
Node_35;0.29460192848322264;-0.16171659165513774
Node_36;-0.5964051083626091;-0.6499624570037462
Node_37;0.3158425724454758;-0.41460962487766595
Node_38;0.17930860131421142;0.17276764605545614
Node_39;0.7728619303917251;0.15574767541056833
Node_40;-0.06987361342563737;-0.2253156820027255
Node_41;0.36263085604945;0.04021450560289626
Node_42;-0.5945886046773377;-0.6768068945220395
Node_43;0.28523112460879485;0.06370501547537351
Node_44;-0.06162139392524889;0.3602476175691894
Node_45;-0.40195838832350084;0.23834695079692633
Node_46;0.03358467807873114;0.2638294746352759
Node_47;-0.30754766118478283;0.16756522244789085
Node_48;0.8093309555011026;0.12756196273556714
Node_49;0.28087920163515545;0.2435939468846033
Node_50;-0.3710102236388228;0.8792751649101407
Node_51;0.32313093944216265;0.8833480450393428
Node_52;-0.4074559783983813;-0.17980538776298016
Node_53;0.19710799552900193;-0.13188285360907948
Node_54;0.4765580362141208;-0.16001717462826753
